Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
AZO,AZO UN,AZO_UN,Autozone Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,"AutoZone, Inc. is a retailer of automotive replacement parts and accessories. The Company offers an extensive product line for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. AutoZone serves customers in the United States, Puerto Rico, Brazil, and Mexico."
AZPN,AZPN UW,AZPN_UW,Aspen Technology Inc,Information Technology,Software & Services,Software,Application Software,"Aspen Technology, Inc. provides software solutions. The Company offers asset optimization software that optimizes asset design, operations, and maintenance in complex, industrial environments to enable organizations to meet their business goals for sustainability and profitability. Aspen Technology serves customers worldwide."
AZTA,AZTA UW,AZTA_UW,"Azenta, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Azenta, Inc. provides life sciences solutions. The Company offers cold-chain sample management solutions and genomic services across areas such as drug development, clinical research, and advanced cell therapies. Azenta serves pharmaceutical, biotech, academic, and healthcare institutions worldwide."
BA,BA UN,BA_UN,Boeing,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"The Boeing Company operates as an aerospace company. The Company develops, manufactures, and services commercial airplanes, defense products, and space systems. Boeing serves clients worldwide."
BAC,BAC UN,BAC_UN,Bank of America Corp,Financials,Banks,Banks,Diversified Banks,"Bank of America Corporation operates as a financial holding company. The Company offers saving accounts, deposits, mortgage and construction loans, cash and wealth management, certificates of deposit, investment funds, credit and debit cards, insurance, mobile, and online banking services. Bank of America serves customers worldwide."
BAH,BAH UN,BAH_UN,Booz Allen Hamilton Holding Corp,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,"Booz Allen Hamilton Holding Corporation provides management and technology consulting services to the U.S. government in the defense, intelligence, and civil markets. The Company offers economic and business analysis, information technology, intelligence and operations analysis, modeling and simulation, organization, and other consulting services."
BALL,BALL UN,BALL_UN,Ball Corporation,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain","Ball Corporation provides metal packaging for beverages, foods, and household products. The Company also supplies aerospace and other technologies and services to commercial and governmental customers. Ball serves customers worldwide."
BAX,BAX UN,BAX_UN,Baxter International Inc,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Baxter International Inc. develops, manufactures, and markets products and technologies related to hemophilia, immune disorders, infectious diseases, kidney disease, trauma and other chronic and acute medical conditions. The Company's products are used by hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, doctors' offices, and research laboratories."
BBWI,BBWI UN,BBWI_UN,"Bath & Body Works, Inc.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail,"Bath & Body Works, Inc. manufactures personal care products. The Company offers fragrance, gifts, body care, and bath products. Bath & Body Works serves customers worldwide."
BBY,BBY UN,BBY_UN,Best Buy Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail,"Best Buy Co., Inc. retails consumer electronics, home office products, entertainment software, appliances, and related services through its retail stores, as well as its web site. The Company also retails pre-recorded home entertainment products through retail stores. Best Buy operates in the United States and Canada."
BC,BC UN,BC_UN,Brunswick Corp,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,"Brunswick Corporation of Delaware manufactures recreational marine products. The Company provides outboard, sterndrive, inboard engines, as well as controls, rigging and propellers. Brunswick also offers engine parts and consumables, electrical products, boat parts and systems, and a distribution business."
BDX,BDX UN,BDX_UN,Becton Dickinson,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Becton, Dickinson and Company operates as a medical technology company. The Company offers solutions that help advance medical research and genomics, enhance the diagnosis of infectious disease and cancer, improve medication management, and promote infection prevention. Becton, Dickinson and Company serves clients worldwide."
BEN,BEN UN,BEN_UN,Franklin Resources Inc,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"Franklin Resources, Inc. provides investment advisory services to mutual fund, retirement, institutional, and separate accounts investors. The Company manages various asset classes including global equity, global institutional and municipal fixed income, money funds, alternative investments, and hedge funds."
BEPC,BEPC UN,BEPC_UN,Brookfield Renewable Corporation Class A,Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,"Brookfield Renewable Corporation operates as an investment company. The Company focuses on investing in real estate, infrastructure, renewable power, and private equity sectors. Brookfield Renewable develops and manages assets and businesses worldwide."
BERY,BERY UN,BERY_UN,Berry Global Group Inc,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain","Berry Global Group, Inc. manufactures plastic products and containers. The Company produces plastic films, medical specialties, closures, overcaps, tapes, tubes, bottles, drink cups, lids, and trash bags. Berry Global Group serves customers worldwide."
BF_A,BF/A UN,BF_A_UN,Brown Forman Inc Class A,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,"Brown-Forman Corporation manufactures, bottles, imports, exports, and markets a wide variety of alcoholic beverage brands. The Company's products include branded whiskey, vodka, wines, tequila, bourbon, and gin."
BF_B,BF/B UN,BF_B_UN,Brown Forman Inc Class B,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners,"Brown-Forman Corporation manufactures, bottles, imports, exports, and markets a wide variety of alcoholic beverage brands. The Company's products include branded whiskey, vodka, wines, tequila, bourbon, and gin."
BFAM,BFAM UN,BFAM_UN,Bright Horizons Family Solutions,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services,Bright Horizons Family Solutions Inc. provides education services. The Company offers child and other dependent care solutions as part of their employee benefits. Bright Horizons Family Solutions serves students in the United States.
BG,BG UN,BG_UN,Bunge Ltd,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products & Servic,"Bunge Limited operates as a global agribusiness and food company. The Company buys, sells, stores, transports, and processes oilseeds and grains to make protein meal for animal feed and edible oil products for commercial customers. Bunge also produces sugar and ethanol from sugarcane, mills wheat, and corn, as well as sells fertilizers."
BHF,BHF UW,BHF_UW,Brighthouse Financial,Financials,Insurance,Insurance,Life & Health Insurance,"Brighthouse Financial, Inc. provides insurance and investment management services. The Company offers shield, variable, guaranteed, income, and fixed annuities, as well as life insurance, retirement planning, and financial advisory services. Brighthouse Financial serves customers in the United States."
BIIB,BIIB UW,BIIB_UW,Biogen Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Biogen Inc. develops, manufactures, and commercializes therapies, focusing on neurology, oncology, and immunology. The Company products address diseases such as multiple sclerosis, non-hodgkin's lymphoma, rheumatoid arthritis, crohn's disease, and psoriasis."
BILL,BILL UN,BILL_UN,"Bill.com Holdings, Inc.",Information Technology,Software & Services,Software,Application Software,"BILL Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, offers cloud-based applications that simplifies, digitizes, and automates back-office financial processes for small and mid-sized businesses. BILL Holdings serves customers worldwide."
BIO,BIO UN,BIO_UN,Bio Rad Laboratories Inc Class A,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Bio-Rad Laboratories, Inc. operates a chain of laboratories. The Company manufacturers and distributes life science research products, clinical diagnostics, and analytical instrumentation. Bio-Rad Laboratories products and systems separate complex chemical and biological materials, as well as identify, analyze, and purify their components."
BJ,BJ UN,BJ_UN,BJs Wholesale Club Holdings Inc,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Consumer Staples Merchandise R,"BJ's Wholesale Club Holdings, Inc. operates as a warehouse club. The Company delivers electronics, furniture, fitness, video games, health, toys, home decor, computers, landscaping, jewelry, and grocery products. BJ's Wholesale Club Holdings serves customers in the United States."
BK,BK UN,BK_UN,Bank Of New York Mellon Corp,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"The Bank of New York Mellon Corporation (BNY Mellon) is a global financial services company. The Company provides asset and wealth management, asset servicing, issuer, clearing, and treasury services for institutions, corporations, and high net worth individuals."
BKI,BKI UN,BKI_UN,Black Knight,Information Technology,Software & Services,Software,Application Software,"Black Knight, Inc. operates as a holding company. The Company, through its subsidiaries, provides integrated technology, work flow automation, data, and analytic solutions to the mortgage and real estate industries. Black Knight serves clients in the United States and India."
BKNG,BKNG UW,BKNG_UW,Booking Holdings Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Booking Holdings Inc. operates as an online travel company. The Company offers a platform that allows to make travel reservations, as well as accommodation reservations, rentals cars, airline tickets, and vacation packages. Booking Holdings serves customers worldwide."
BKR,BKR UW,BKR_UW,Baker Hughes Company Class A,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,"Baker Hughes Company provides oilfield products and services. The Company engages in surface logging, drilling, pipeline operations, petroleum engineering, and fertilizer solutions, as well as offers gas turbines, valves, actuators, pumps, flow meters, generators, and motors. Baker Hughes serves oil and gas industries worldwide."
BLD,BLD UN,BLD_UN,Topbuild Corp,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,TopBuild Corp. provides insulation installation services. The Company offers residential insulation products and related accessories. TopBuild serves customers in the United States.
BLDR,BLDR UN,BLDR_UN,Builders Firstsource Inc,Industrials,Capital Goods,Building Products,Building Products,"Builders FirstSource, Inc. manufactures and distributes building products to professional homebuilders."
BLK,BLK UN,BLK_UN,Blackrock Inc,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"BlackRock, Inc. provides investment management services to institutional clients and to retail investors through various investment vehicles. The Company manages funds, as well as offers risk management services. BlackRock serves governments, companies, and foundations worldwide."
BMRN,BMRN UW,BMRN_UW,Biomarin Pharmaceutical Inc,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,BioMarin Pharmaceutical Inc. develops and commercializes therapeutic enzyme products. The Company has applied its proprietary enzyme technology to develop products for lysosomal storage diseases and for the treatment of serious burns. BioMarin Pharmaceutical through its subsidiaries provides analytical and diagnostic products and services in the area of carbohydrate biology.
BMY,BMY UN,BMY_UN,Bristol Myers Squibb,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,"Bristol-Myers Squibb Company is a global biopharmaceutical company. The Company develops, licenses, manufactures, markets, and sells pharmaceutical and nutritional products. Bristol Myers Squibb focuses on products and experimental therapies address cancer, heart disease, HIV and AIDS, diabetes, rheumatoid arthritis, hepatitis, organ transplant rejection, and psychiatric disorders."
BOH,BOH UN,BOH_UN,Bank Of Hawaii Corp.,Financials,Banks,Banks,Regional Banks,"Bank of Hawaii Corporation is a regional financial services holding company with locations throughout the Pacific. The Company and its subsidiaries offers a wide range of financial services to businesses, governments, and individuals in Hawaii, the West Pacific, and American Samoa. Bank of Hawaii provides services such as commercial banking, investment and trust services, and mortgages."
BOKF,BOKF UW,BOKF_UW,BOK Financial Corp,Financials,Banks,Banks,Regional Banks,"BOK Financial Corporation is a multi-bank holding company. The Banks provide a range of deposit products, loans, and other financial services to businesses and consumers through offices and the Internet. BOK also offers trust services, electronic funds transfer services, online insurance, and other online services."
BPOP,BPOP UW,BPOP_UW,Popular Inc,Financials,Banks,Banks,Regional Banks,"Popular, Inc. is a bank holding company that provides commercial banking services through branches in Puerto Rico, the British Virgin Islands, the Dominican Republic, and the United States mainland. The Company also provides mortgage and consumer finance, lease financing, investment banking, broker and dealer activities, retail financial services, and automated tellers."
BR,BR UN,BR_UN,Broadridge Financial Solutions Inc,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S,"Broadridge Financial Solutions, Inc. provides technology-based outsourcing solutions to the financial services industries. The Company offers a broad range of solutions that help clients serve their retail and institutional customers across the entire investment lifecycle, including pre-trade, trade, and post-trade processing."
BRK_B,BRK/B UN,BRK_B_UN,Berkshire Hathaway Inc. Class B,Financials,Financial Services,Financial Services,Multi-Sector Holdings,"Berkshire Hathaway Inc. is a holding company owning subsidiaries in a variety of business sectors. The Company's principal operations are insurance business conducted nationwide on a primary basis and worldwide on a reinsurance basis. Berkshire's other operations include a railway company, a specialty chemical company, and an international association of diversified businesses."
BRKR,BRKR UW,BRKR_UW,Bruker Corp,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Bruker Corporation designs, manufactures, and markets proprietary life science systems based on spectrometry technology platforms. The Company also sells a range of field analytical systems for substance detection and pathogen identification. Bruker develops life science and advanced materials research tools based on X-ray technology."
BRO,BRO UN,BRO_UN,Brown & Brown Inc,Financials,Insurance,Insurance,Insurance Brokers,"Brown & Brown, Inc. and its subsidiaries provide a range of insurance and reinsurance products and services. The Company also provides risk management, employee benefit administration, and managed health care services. Brown & Brown operates offices across the United States."
BRX,BRX UN,BRX_UN,Brixmor Property Group Inc,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs,"Brixmor Property Group, Inc. operates as a real estate investment trust. The Company owns and operates grocery-anchored community and neighborhood shopping centers. Brixmor Property Group serves customers in the United States."
BSX,BSX UN,BSX_UN,Boston Scientific Corp,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment,"Boston Scientific Corporation develops, manufactures, and markets minimally invasive medical devices. The Company's products are used in interventional cardiology, cardiac rhythm management, peripheral interventions, electrophysiology, neurovascular intervention, endoscopy, urology, gynecology, and neuromodulation."
BSY,BSY UW,BSY_UW,"Bentley Systems, Inc Class B",Information Technology,Software & Services,Software,Application Software,"Bentley Systems, Incorporated provides software solutions. The Company offers software for bridge analysis, construction, simulation and analysis, modeling, and geotechnical engineering. Bentley Systems serves customers worldwide."
BURL,BURL UN,BURL_UN,Burlington Stores Inc,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail,"Burlington Stores, Inc. owns and operates clothing retail stores. The Company offers, through its stores and internet sites, men's, women's, and children's apparels. Burlington serves customers in the United States and Puerto Rico."
BWA,BWA UN,BWA_UN,BorgWarner Inc,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,"BorgWarner, Inc. supplies engineered systems and components, primarily for automotive powertrain applications. The Company's products are manufactured and sold worldwide, primarily to original equipment manufacturers of passenger cars, sport utility vehicles, and light trucks. BorgWarner operates manufacturing facilities in North America, Europe, and Asia."
BWXT,BWXT UN,BWXT_UN,BWX Technologies Inc,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"BWX Technologies, Inc. supplies nuclear components and fuel. The Company offers precision manufactured components and services for the commercial nuclear power industry. BWX Technologies also provides technical, management, and site services to support government in the operation of complex facilities and environmental remediation activities."
BX,BX UN,BX_UN,Blackstone Group Inc. Class A,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"Blackstone Inc. operates as an investment company. The Company focuses on real estate, hedge funds, private equity, leveraged lending, senior debts, and rescue financing. Blackstone serves customers worldwide."
BXP,BXP UN,BXP_UN,"Boston Properties, Inc",Real Estate,Equity Real Estate Investment,Office REITs,Office REITs,"Boston Properties, Inc. operates as a real estate investment trust. The Company owns, manages, and develops office properties in the United States, with a significant presence in Boston, Washington, D.C., Midtown Manhattan, and San Francisco."
BYD,BYD UN,BYD_UN,Boyd Gaming Corp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"Boyd Gaming Corporation is a casino entertainment company. The Company owns and operates hotels, casino, and gaming properties. Boyd Gaming serves customers in the United States."
C,C UN,C_UN,Citigroup Inc,Financials,Banks,Banks,Diversified Banks,"Citigroup Inc. is a diversified financial services holding company that provides a broad range of financial services to consumer and corporate customers. The Company services include investment banking, retail brokerage, corporate banking, and cash management products and services. Citigroup serves customers globally."
CABO,CABO UN,CABO_UN,Cable One Inc,Communication Services,Media & Entertainment,Media,Cable & Satellite,"Cable One, Inc. operates as a cable company. The Company offers data, video, and voice services. Cable One serves residential and business consumers in the United States."
CACC,CACC UW,CACC_UW,Credit Acceptance Corp,Financials,Financial Services,Consumer Finance,Consumer Finance,"Credit Acceptance Corporation provides funding, receivables management, collection, sales training, and related services to automobile dealers. The Company provides indirect financing for buyers with limited access to traditional sources of consumer credit. Credit Acceptance operates in the United States."
CACI,CACI UN,CACI_UN,CACI International Inc,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,"CACI International Inc. provides information technology products and services. The Company delivers client solutions for systems integration, information assurance and security, reengineering, logistics and engineering support, electronic commerce, and other solutions. CACI serves government and commercial markets primarily in North America and Western Europe."
CAG,CAG UN,CAG_UN,Conagra Brands Inc,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,"Conagra Brands, Inc. manufactures and markets packaged foods for retail consumers, restaurants, and institutions. The Company offers meals, entrees, condiments, sides, snacks, specialty potatoes, milled grain ingredients, dehydrated vegetables and seasonings, and blends and flavors. Conagra Brands serves customers in the United States."
CAH,CAH UN,CAH_UN,Cardinal Health Inc,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors,"Cardinal Health, Inc. provides complementary products and services to healthcare providers and manufacturers. The Company's services include pharmaceutical distribution, health-care product manufacturing, distribution and consulting services, drug delivery systems development, pharmaceutical packaging, automated dispensing systems manufacturing, and retail pharmacy franchising."
CAR,CAR UW,CAR_UW,Avis Budget Group Inc,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio,"Avis Budget Group, Inc. operates as a vehicle rental and mobility solution service provider. The Company also participates in app-based and carsharing operations. Avis Budget Group operates mainly in North America, Europe, Australia, and New Zealand, as well as other countries worldwide."
CARR,CARR UN,CARR_UN,Carrier Global Corporation,Industrials,Capital Goods,Building Products,Building Products,"Carrier Global Corporation manufactures HVAC equipment. The Company offers heating, air-conditioning, and refrigeration solutions. Carrier Global serves customers worldwide."
CASY,CASY UW,CASY_UW,Caseys General Stores Inc,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail,"Casey's General Stores, Inc. operates convenience stores. The Company offers food, beverages, tobacco products, health and beauty aids, automotive supplies, and other non-food items, as well as sells gasoline. Casey's General Stores serves customers in the United States."
CAT,CAT UN,CAT_UN,Caterpillar Inc,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,"Caterpillar Inc. designs, manufactures, and markets construction, mining, and forestry machinery. The Company also manufactures engines and other related parts for its equipment, and offers financing and insurance. Caterpillar distributes its products through a worldwide organization of dealers."
CB,CB UN,CB_UN,Chubb Ltd,Financials,Insurance,Insurance,Property & Casualty Insurance,"Chubb Limited operates as a property and casualty insurance company. The Company provides commercial and personal property, casualty, and personal accident and supplemental health insurance, reinsurance, and life insurance to a diverse group of clients."
CBOE,CBOE UF,CBOE_UF,"Cboe Global Markets, Inc.",Financials,Financial Services,Capital Markets,Financial Exchanges & Data,"Cboe Global Markets, Inc. operates as a exchange holding company. The Company, through its subsidiaries, operates a financial options trading platform that provides cutting-edge trading and investment solutions includes equities, foreign exchange, indices, data and analytics, and trade reporting solutions. Cboe Global Markets serves customers worldwide."
CBRE,CBRE UN,CBRE_UN,CBRE Group Inc,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services,"CBRE Group, Inc. provides real estate services. The Company offers property management, valuation, real estate investment, and advisory services. CBRE Group operates offices, data centers, multi-family, hotels, gaming, and retail sectors. CBRE Group serves customers globally."
CBSH,CBSH UW,CBSH_UW,Commerce Bancshares Inc,Financials,Banks,Banks,Regional Banks,"Commerce Bancshares, Inc., a bank holding company, offers a full line of banking services, including capital markets, trust services, investment management and securities brokerage. The Company also has operating subsidiaries involved in mortgage banking, credit related insurance, venture capital, and real estate activities. Commerce operates in multiple states."
CC,CC UN,CC_UN,Chemours Company,Materials,Materials,Chemicals,Diversified Chemicals,"The Chemours Company manufactures and distributes performance chemicals. The Company produces titanium dioxide, refrigerants, industrial fluoropolymer resins, and industrial and specialty chemicals for gold producing, oil refining, agriculture, and other industries."
CCCS,CCCS UW,CCCS_UW,CCC Intelligent Solutions Holdings Inc.,Information Technology,Software & Services,Software,Application Software,"CCC Intelligent Solutions Holdings Inc. operates as a holding company. The Company, through its subsidiaries, provides cloud-based SaaS platform of digital and data services for the insurance and automotive industries. CCC Intelligent Solutions Holdings serves customers worldwide."
CCI,CCI UN,CCI_UN,Crown Castle International Corp.,Real Estate,Equity Real Estate Investment,Specialized REITs,Telecom Tower REITs,"Crown Castle Inc operates as a real estate investment trust. The Company owns, operates, and leases towers and other infrastructure for wireless communications. Crown Castle manages and offers wireless communication coverage and infrastructure sites in the United States and Australia."
CCK,CCK UN,CCK_UN,Crown Holdings Inc,Materials,Materials,Containers & Packaging,"Metal, Glass & Plastic Contain","Crown Holdings, Inc. designs, manufactures, and sells packaging products for consumer goods through plants located in countries around the world. The Company's primary products include steel and aluminum cans for food, beverage, household, and other consumer products. Crown also provides a variety of metal caps, closures, and dispensing systems."
CCL,CCL UN,CCL_UN,Carnival Corp,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Carnival Corporation owns and operates cruise ships offering cruises to all major vacation destinations including North America, United Kingdom, Germany, Southern Europe, South America, and Asia Pacific. The Company, through a subsidiary also owns and operates hotels and lodges. Dually-listed company with CCL LN."
CDAY,CDAY UN,CDAY_UN,Ceridian HCM Holding Inc.,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se,"Ceridian HCM Holding Inc. operates as a holding company. The Company, through its subsidiaries, develops human capital management software. Ceridian HCM Holding provides recruiting, staff monitoring, payroll processing, employee engagement, and human capital management technology services. Ceridian HCM Holding serves customers worldwide."
CDNS,CDNS UW,CDNS_UW,Cadence Design Systems Inc,Information Technology,Software & Services,Software,Application Software,"Cadence Design Systems, Inc. provides software technology, design and consulting services and technology. The Company licenses its electronic design automation software technology and provides a variety of professional services. Cadence's design realization solutions are used to design and develop complex chips and electronic systems, including semiconductors."
CDW,CDW UW,CDW_UW,CDW Corp,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors,"CDW Corporation of Delaware provides information technology products and services. The Company offers hardware, software, computer peripherals, cloud computing, mobile devices, network communication, and security solutions. CDW serves business, government, education, and healthcare customers throughout North America."
CE,CE UN,CE_UN,Celanese Corporation,Materials,Materials,Chemicals,Specialty Chemicals,"Celanese Corporation operates as a global integrated producer of chemicals and advanced materials. The Company offers products such as acetyl, acetate, vinyl emulsion, and engineered polymers. Celanese operations serves customers worldwide."
CEG,CEG UW,CEG_UW,Constellation Energy Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,"Constellation Energy Corporation produces carbon-free energy and sustainable solutions. The Company generates and distributes nuclear, hydro, wind, and solar energy solutions. Constellation Energy serves homes, institutional customers, public sectors, community aggregations, and businesses in the United States."
CERT,CERT UW,CERT_UW,"Certara, Inc.",Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"Certara, Inc. operates as a bio-technology company. The Company focuses on accelerating medicines to patients using biosimulation software and technology to transform traditional drug discovery and development. Certara serves customers worldwide."
CF,CF UN,CF_UN,CF Industries Holdings Inc,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,"CF Industries Holdings, Inc. manufactures and distributes nitrogen and phosphate fertilizer products globally. The Company offers products in the nitrogen segment includes ammonia, urea, urea ammonium nitrate solution, ammonium nitrate, diesel exhaust fluid, and aqua ammonia."
CFG,CFG UN,CFG_UN,Citizens Financial Group Inc,Financials,Banks,Banks,Regional Banks,"Citizens Financial Group, Inc. provides a full range of commercial banking services. The Bank offers consumer loans, commercial loans, mortgage loans, deposit products, internet banking, and trust services. Citizens Financial Group serves customers in the United States."
CFLT,CFLT UW,CFLT_UW,"Confluent, Inc.",Information Technology,Software & Services,Software,Application Software,"Confluent, Inc. operates as a software company. The Company offers a new category of data infrastructure designed to connect all the applications, systems, and data layers of a company around a real-time central nervous system, as well as generates revenue from the sale of subscriptions and services. Confluent serves clients worldwide."
CFR,CFR UN,CFR_UN,Cullen Frost Bankers Inc,Financials,Banks,Banks,Regional Banks,"Cullen/Frost Bankers, Inc. is the holding company for The Frost National Bank. The Bank provides commercial banking, consumer services, investment banking, international banking, trust services, correspondent banking, discount brokerage, and insurance services through a network of offices in Texas."
CG,CG UW,CG_UW,Carlyle Group,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban,"The Carlyle Group Inc. operates as a global investment firm. The Company manages investment vehicles that invests across four segments which includes corporate private equity, real assets, global credit, and investment solutions. Carlyle Group serves clients worldwide."
CGNX,CGNX UW,CGNX_UW,Cognex Corp,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum,"Cognex Corporation designs, develops, manufactures, and markets machine vision systems. The Company's systems are used to automate the manufacture of a variety of discrete items and to assure their quality. Cognex has regional offices located throughout North America, Japan, Europe, and Southeast Asia."
CHD,CHD UN,CHD_UN,Church And Dwight Inc,Consumer Staples,Household & Personal Products,Household Products,Household Products,"Church & Dwight Co., Inc. develops, manufactures, and distributes household, personal care, and specialty products. The Company offers contraceptive products, laundry and dishwashing detergents, toothbrushes, shampoos, vitamins, pregnancy test kits, and hair removers. Church & Dwight serves customers worldwide."
CHDN,CHDN UW,CHDN_UW,Churchill Downs Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,"Churchill Downs Incorporated is an industry-leading racing, online wagering, and gaming entertainment company. The Company owns and operates gaming entertainment venues. Churchill Downs serves customers in the United States."
CHE,CHE UN,CHE_UN,Chemed Corp,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"Chemed Corporation operates as a holding company. The Company, through its subsidiaries, provides hospice and palliative care services to its patients through a network of physicians, registered nurses, home health aides, clergy, and volunteers, as well as offers plumbing, drain cleaning, excavation, and water restoration services. Chemed conducts business in the United States."
CHH,CHH UN,CHH_UN,Choice Hotels International Inc,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","Choice Hotels International, Inc. operates as a hospitality franchising company. The Company offers comfortable and affordable hotels ranging from economy to luxury accommodation. Choice Hotels International serves customers worldwide."
CHK,CHK UW,CHK_UW,Chesapeake Energy Corporation,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc,"Chesapeake Energy Corporation produces oil and natural gas. The Company's operations are focused on discovering, developing, and acquiring conventional and unconventional natural gas reserves onshore in the United States."
CHPT,CHPT UN,CHPT_UN,"ChargePoint Holdings, Inc.",Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,"ChargePoint Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides electric vehicle charging solutions which enables the electrification of mobility for all people and goods. ChargePoint Holdings serves customers in the North America and Europe."
CHRW,CHRW UW,CHRW_UW,"C.H. Robinson Worldwide, Inc.",Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics,"C.H. Robinson Worldwide, Inc. operates as a logistics company. The Company freight, supply chain, and logistics services. C.H. Robinson Worldwide serves clients worldwide."
CHTR,CHTR UW,CHTR_UW,Charter Communications Inc Class A,Communication Services,Media & Entertainment,Media,Cable & Satellite,"Charter Communications, Inc. operates as a cable telecommunications company. The Company offers cable broadcasting, internet, voice, and mass media services. Charter Communications serves customers in the United States."
CI,CI UN,CI_UN,Cigna Corp,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,"The Cigna Group operates as an insurance company. The Company offers life, accident, disability, supplemental, medicare, and dental insurance products and services. The Cigna Group serves individuals, families, and businesses worldwide."
CIEN,CIEN UN,CIEN_UN,Ciena Corp,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment,"Ciena Corporation develops and markets communications network platforms, software, and offers professional services. The Company's broadband access, data and optical networking platforms, software tools, and global network services support worldwide telecom and cable/MSO services providers, and enterprise and government networks."
